Nome,Email,WhatsApp,Valor Conta,Fase,Distribuidora,Status,Data Criacao
"Sorveteria Puro Ltda",sorveteriapuroltda81@gmail.com,(31) 93661-9146,2428,BIFASICO,CEMIG Minas Gerais,new,2025-10-25T04:48:03.688Z
"Rafael Oliveira",rafaeloliveira84@gmail.com,(31) 91242-0449,4401,BIFASICO,CEMIG Minas Gerais,new,2025-12-13T19:29:29.814Z
"Sorveteria Sabor e Cia",sorveteriasaborecia33@gmail.com,(31) 93866-1615,3396,MONOFASICO,CEMIG Minas Gerais,new,2025-12-07T22:47:17.464Z
"Juliana Ferreira",julianaferreira35@gmail.com,(31) 96385-8843,2182,BIFASICO,CEMIG Minas Gerais,new,2025-11-28T07:53:11.045Z
"Beatriz Gomes",beatrizgomes21@gmail.com,(31) 99986-5370,1702,BIFASICO,CEMIG Minas Gerais,new,2025-12-26T15:00:49.386Z
"Padaria Mineiro",padariamineiro28@gmail.com,(31) 92622-1991,3001,BIFASICO,CEMIG Minas Gerais,new,2025-12-09T06:48:50.323Z
"Mercado Premium Express",mercadopremiumexpress27@gmail.com,(31) 90442-7004,499,BIFASICO,CEMIG Minas Gerais,new,2025-10-30T11:30:54.495Z
"Camila Souza",camilasouza4@gmail.com,(31) 98758-2750,4666,MONOFASICO,CEMIG Minas Gerais,new,2025-12-30T17:16:46.409Z
"Sorveteria Puro Express",sorveteriapuroexpress91@gmail.com,(31) 93539-3939,2261,TRIFASICO,CEMIG Minas Gerais,new,2025-12-17T23:16:58.167Z
"Mercado Sabor Express",mercadosaborexpress14@gmail.com,(31) 95982-4758,3881,TRIFASICO,CEMIG Minas Gerais,new,2025-12-23T07:11:31.402Z
"Beatriz Martins",beatrizmartins41@gmail.com,(31) 95587-1366,4139,MONOFASICO,CEMIG Minas Gerais,new,2025-12-12T11:43:26.509Z
"Açougue Sabor Ltda",aouguesaborltda66@gmail.com,(31) 92202-5649,1807,TRIFASICO,CEMIG Minas Gerais,new,2025-11-30T17:59:48.787Z
"Padaria Central Express",padariacentralexpress73@gmail.com,(31) 94569-6184,1246,TRIFASICO,CEMIG Minas Gerais,new,2025-11-29T20:01:36.830Z
"Padaria Real e Cia",padariarealecia30@gmail.com,(31) 96840-1046,3443,BIFASICO,CEMIG Minas Gerais,new,2025-11-16T08:01:49.604Z
"Sorveteria Sabor",sorveteriasabor79@gmail.com,(31) 99734-7689,3818,TRIFASICO,CEMIG Minas Gerais,new,2025-11-17T02:41:28.694Z
"Padaria Central e Cia",padariacentralecia92@gmail.com,(31) 99506-0059,1819,TRIFASICO,CEMIG Minas Gerais,new,2025-12-10T18:26:11.719Z
"Sorveteria Premium Express",sorveteriapremiumexpress92@gmail.com,(31) 95601-3154,1345,BIFASICO,CEMIG Minas Gerais,new,2025-11-24T02:05:03.207Z
"Paulo Pereira",paulopereira45@gmail.com,(31) 94874-4370,1914,MONOFASICO,CEMIG Minas Gerais,new,2025-12-28T21:47:08.734Z
"Sorveteria Central",sorveteriacentral69@gmail.com,(31) 99614-2142,4341,MONOFASICO,CEMIG Minas Gerais,new,2025-12-28T19:10:34.579Z
"Sorveteria Premium e Cia",sorveteriapremiumecia42@gmail.com,(31) 99651-2047,2350,BIFASICO,CEMIG Minas Gerais,new,2025-10-16T04:47:21.441Z
"Padaria Central",padariacentral87@gmail.com,(31) 93561-9975,3063,BIFASICO,CEMIG Minas Gerais,new,2025-10-21T01:19:39.056Z
"Mercado Mineiro",mercadomineiro44@gmail.com,(31) 93567-9567,1161,MONOFASICO,CEMIG Minas Gerais,new,2025-11-02T09:39:42.659Z
"Mercado Sabor e Cia",mercadosaborecia90@gmail.com,(31) 93990-6002,703,BIFASICO,CEMIG Minas Gerais,new,2025-12-20T07:51:45.716Z
"Açougue Mineiro Ltda",aouguemineiroltda15@gmail.com,(31) 90531-1801,1110,TRIFASICO,CEMIG Minas Gerais,new,2025-10-25T21:13:18.077Z
"Açougue Mais Ltda",aouguemaisltda75@gmail.com,(31) 97166-5253,2027,MONOFASICO,CEMIG Minas Gerais,new,2025-10-30T01:59:33.694Z
"Sorveteria Sabor Express",sorveteriasaborexpress66@gmail.com,(31) 90408-0839,2836,TRIFASICO,CEMIG Minas Gerais,new,2025-10-30T04:22:29.005Z
"Padaria Real",padariareal92@gmail.com,(31) 99356-6144,2519,TRIFASICO,CEMIG Minas Gerais,new,2025-11-29T22:21:06.588Z
"Sorveteria Mais Ltda",sorveteriamaisltda63@gmail.com,(31) 90762-1335,2865,MONOFASICO,CEMIG Minas Gerais,new,2025-12-06T19:20:49.829Z
"Sorveteria Central",sorveteriacentral62@gmail.com,(31) 93905-0779,1902,TRIFASICO,CEMIG Minas Gerais,new,2025-11-23T00:13:09.734Z
"Mercado Sabor",mercadosabor20@gmail.com,(31) 90228-5018,1636,MONOFASICO,CEMIG Minas Gerais,new,2025-12-13T19:30:26.040Z
"Açougue Mineiro e Cia",aouguemineiroecia72@gmail.com,(31) 91737-7147,4511,MONOFASICO,CEMIG Minas Gerais,new,2025-10-21T04:54:30.963Z
"Açougue Mais",aouguemais0@gmail.com,(31) 93804-0236,524,BIFASICO,CEMIG Minas Gerais,new,2025-11-10T08:03:31.397Z
"Mercado Real e Cia",mercadorealecia96@gmail.com,(31) 95550-9357,3641,BIFASICO,CEMIG Minas Gerais,new,2025-12-05T10:11:49.975Z
"Maria Rodrigues",mariarodrigues60@gmail.com,(31) 90667-6046,4542,TRIFASICO,CEMIG Minas Gerais,new,2026-01-03T21:22:28.680Z
"Sorveteria Sabor Express",sorveteriasaborexpress86@gmail.com,(31) 91542-8679,1880,BIFASICO,CEMIG Minas Gerais,new,2025-11-19T02:19:31.234Z
"Sorveteria Sabor e Cia",sorveteriasaborecia84@gmail.com,(31) 97312-0018,2731,TRIFASICO,CEMIG Minas Gerais,new,2025-10-23T12:33:27.158Z
"Mercado Tropical e Cia",mercadotropicalecia23@gmail.com,(31) 92099-3006,3707,TRIFASICO,CEMIG Minas Gerais,new,2025-11-06T18:19:34.595Z
"Padaria Premium",padariapremium99@gmail.com,(31) 93511-5731,3364,MONOFASICO,CEMIG Minas Gerais,new,2025-11-13T13:26:31.359Z
"Mercado Premium",mercadopremium77@gmail.com,(31) 95414-9212,4785,BIFASICO,CEMIG Minas Gerais,new,2025-11-15T23:53:25.155Z
"Aline Santos",alinesantos15@gmail.com,(31) 97870-9000,571,TRIFASICO,CEMIG Minas Gerais,new,2025-12-31T14:03:52.820Z
"Mercado Premium Express",mercadopremiumexpress63@gmail.com,(31) 99843-8724,2004,TRIFASICO,CEMIG Minas Gerais,new,2025-10-11T08:36:51.108Z
"Geraldo Gomes",geraldogomes96@gmail.com,(31) 97791-3483,4241,BIFASICO,CEMIG Minas Gerais,new,2025-12-26T03:41:31.288Z
"Açougue Mais e Cia",aouguemaisecia76@gmail.com,(31) 95044-6578,2456,BIFASICO,CEMIG Minas Gerais,new,2025-12-21T17:21:19.816Z
"Carlos Ribeiro",carlosribeiro21@gmail.com,(31) 92764-9672,4010,TRIFASICO,CEMIG Minas Gerais,new,2025-12-04T01:52:01.812Z
"Juliana Silva",julianasilva81@gmail.com,(31) 92679-4563,4382,MONOFASICO,CEMIG Minas Gerais,new,2025-12-14T17:31:50.008Z
"Mercado Puro e Cia",mercadopuroecia18@gmail.com,(31) 94740-5244,4592,MONOFASICO,CEMIG Minas Gerais,new,2026-01-02T04:36:40.056Z
"Padaria Tropical Ltda",padariatropicalltda88@gmail.com,(31) 91905-1818,464,MONOFASICO,CEMIG Minas Gerais,new,2025-11-17T21:40:51.408Z
"Aline Rodrigues",alinerodrigues26@gmail.com,(31) 94776-6831,3868,TRIFASICO,CEMIG Minas Gerais,new,2025-11-22T20:08:00.258Z
"Camila Martins",camilamartins27@gmail.com,(31) 91440-3130,1726,BIFASICO,CEMIG Minas Gerais,new,2025-11-24T14:31:28.169Z
"Padaria Mais Express",padariamaisexpress24@gmail.com,(31) 97054-8751,3979,TRIFASICO,CEMIG Minas Gerais,new,2025-10-14T11:51:17.323Z
"Açougue Real Express",aouguerealexpress15@gmail.com,(31) 96213-4587,2629,TRIFASICO,CEMIG Minas Gerais,new,2025-11-04T06:17:39.915Z
"Açougue Puro e Cia",aouguepuroecia45@gmail.com,(31) 97456-6607,3392,TRIFASICO,CEMIG Minas Gerais,new,2025-11-25T07:37:00.204Z
"Paulo Almeida",pauloalmeida85@gmail.com,(31) 92291-3281,2403,MONOFASICO,CEMIG Minas Gerais,new,2025-11-19T14:54:43.259Z
"Açougue Mineiro Express",aouguemineiroexpress85@gmail.com,(31) 90057-4501,2787,MONOFASICO,CEMIG Minas Gerais,new,2026-01-01T05:02:30.591Z
"Juliana Oliveira",julianaoliveira31@gmail.com,(31) 99857-2381,2881,TRIFASICO,CEMIG Minas Gerais,new,2025-12-28T07:31:01.598Z
"Açougue Real e Cia",aouguerealecia3@gmail.com,(31) 91981-2479,3784,TRIFASICO,CEMIG Minas Gerais,new,2025-11-24T16:58:04.604Z
"Padaria Tropical Express",padariatropicalexpress18@gmail.com,(31) 94794-0709,3556,BIFASICO,CEMIG Minas Gerais,new,2025-12-29T11:15:46.785Z
"Padaria Tropical Express",padariatropicalexpress82@gmail.com,(31) 91351-0637,1965,BIFASICO,CEMIG Minas Gerais,new,2025-12-29T02:05:46.902Z
"Ana Alves",anaalves33@gmail.com,(31) 90195-2818,4878,TRIFASICO,CEMIG Minas Gerais,new,2026-01-03T07:24:02.941Z
"Padaria Mineiro Ltda",padariamineiroltda71@gmail.com,(31) 92923-7949,4540,BIFASICO,CEMIG Minas Gerais,new,2025-11-29T06:34:21.732Z
"Açougue Mineiro Express",aouguemineiroexpress37@gmail.com,(31) 90578-9383,4230,TRIFASICO,CEMIG Minas Gerais,new,2025-12-18T03:27:31.166Z
"Mercado Central Ltda",mercadocentralltda39@gmail.com,(31) 96323-9069,685,BIFASICO,CEMIG Minas Gerais,new,2025-11-07T19:51:48.960Z
"Aline Silva",alinesilva44@gmail.com,(31) 95880-2048,3942,MONOFASICO,CEMIG Minas Gerais,new,2025-12-17T06:51:40.117Z
"Mercado do Bairro e Cia",mercadodobairroecia26@gmail.com,(31) 92405-3768,3668,TRIFASICO,CEMIG Minas Gerais,new,2025-12-12T20:58:47.530Z
"Sorveteria do Bairro",sorveteriadobairro28@gmail.com,(31) 97909-5824,664,BIFASICO,CEMIG Minas Gerais,new,2026-01-02T13:26:41.847Z
"Sorveteria Real e Cia",sorveteriarealecia49@gmail.com,(31) 96267-1272,2648,TRIFASICO,CEMIG Minas Gerais,new,2025-11-19T16:57:38.727Z
"Sorveteria Gostoso e Cia",sorveteriagostosoecia26@gmail.com,(31) 91785-6150,2744,BIFASICO,CEMIG Minas Gerais,new,2025-10-29T23:28:43.641Z
"Sorveteria Tropical",sorveteriatropical25@gmail.com,(31) 92257-5119,851,TRIFASICO,CEMIG Minas Gerais,new,2025-12-20T13:45:27.951Z
"Mercado Real e Cia",mercadorealecia75@gmail.com,(31) 94995-3314,2640,TRIFASICO,CEMIG Minas Gerais,new,2025-12-10T15:09:55.339Z
"Padaria Premium Ltda",padariapremiumltda74@gmail.com,(31) 91542-7762,1768,TRIFASICO,CEMIG Minas Gerais,new,2025-12-26T00:54:07.449Z
"Açougue Central",aouguecentral68@gmail.com,(31) 90647-1534,3264,MONOFASICO,CEMIG Minas Gerais,new,2025-11-29T17:47:58.955Z
"Açougue Central",aouguecentral33@gmail.com,(31) 94888-5197,642,TRIFASICO,CEMIG Minas Gerais,new,2025-11-17T08:53:43.567Z
"Sorveteria Gostoso e Cia",sorveteriagostosoecia94@gmail.com,(31) 99646-2631,1001,BIFASICO,CEMIG Minas Gerais,new,2025-12-30T08:23:23.700Z
"Ana Rodrigues",anarodrigues34@gmail.com,(31) 91366-8627,4533,MONOFASICO,CEMIG Minas Gerais,new,2026-01-05T19:33:55.335Z
"Sorveteria Puro",sorveteriapuro71@gmail.com,(31) 97225-4646,4524,TRIFASICO,CEMIG Minas Gerais,new,2026-01-01T18:31:13.742Z
"Francisco Costa",franciscocosta48@gmail.com,(31) 98876-8218,2081,BIFASICO,CEMIG Minas Gerais,new,2025-12-27T20:44:31.166Z
"Padaria Central Ltda",padariacentralltda57@gmail.com,(31) 95373-3010,3853,BIFASICO,CEMIG Minas Gerais,new,2025-11-08T10:34:40.758Z
"Patricia Martins",patriciamartins5@gmail.com,(31) 93641-3558,838,TRIFASICO,CEMIG Minas Gerais,new,2025-11-10T20:53:55.364Z
"Mercado Real e Cia",mercadorealecia47@gmail.com,(31) 91970-0771,3033,BIFASICO,CEMIG Minas Gerais,new,2025-12-01T06:40:11.709Z
"Ana Santos",anasantos57@gmail.com,(31) 98760-9737,843,MONOFASICO,CEMIG Minas Gerais,new,2025-11-17T04:50:14.612Z
"Padaria Mineiro",padariamineiro75@gmail.com,(31) 99841-4786,1710,TRIFASICO,CEMIG Minas Gerais,new,2025-11-07T16:27:44.292Z
"Açougue do Bairro e Cia",aouguedobairroecia19@gmail.com,(31) 93125-5478,4486,BIFASICO,CEMIG Minas Gerais,new,2025-11-26T23:29:32.573Z
"Mercado Sabor Ltda",mercadosaborltda27@gmail.com,(31) 97923-3440,1082,TRIFASICO,CEMIG Minas Gerais,new,2025-12-17T16:31:33.268Z
"Sorveteria Mineiro",sorveteriamineiro32@gmail.com,(31) 96572-1012,795,BIFASICO,CEMIG Minas Gerais,new,2025-12-28T23:37:27.402Z
"Padaria Puro",padariapuro2@gmail.com,(31) 94374-0690,4739,BIFASICO,CEMIG Minas Gerais,new,2025-10-18T08:48:54.100Z
"Mercado Gostoso e Cia",mercadogostosoecia55@gmail.com,(31) 91634-1064,2195,TRIFASICO,CEMIG Minas Gerais,new,2025-12-31T06:17:17.504Z
"Padaria do Bairro e Cia",padariadobairroecia87@gmail.com,(31) 99352-0998,1054,TRIFASICO,CEMIG Minas Gerais,new,2025-12-04T19:32:00.268Z
"Sorveteria Central Ltda",sorveteriacentralltda13@gmail.com,(31) 99253-5858,1988,BIFASICO,CEMIG Minas Gerais,new,2025-11-15T14:00:13.378Z
"Açougue Puro Express",aouguepuroexpress23@gmail.com,(31) 95518-3886,562,TRIFASICO,CEMIG Minas Gerais,new,2025-12-06T20:41:07.180Z
"Sorveteria Sabor Express",sorveteriasaborexpress9@gmail.com,(31) 90774-6034,2998,MONOFASICO,CEMIG Minas Gerais,new,2025-12-27T12:17:39.428Z
"Açougue Puro e Cia",aouguepuroecia36@gmail.com,(31) 93754-6330,2765,TRIFASICO,CEMIG Minas Gerais,new,2025-12-25T09:49:00.377Z
"Sorveteria do Bairro",sorveteriadobairro5@gmail.com,(31) 94417-2882,957,TRIFASICO,CEMIG Minas Gerais,new,2025-10-16T03:42:42.726Z
"Mercado Sabor e Cia",mercadosaborecia95@gmail.com,(31) 97737-2931,4557,BIFASICO,CEMIG Minas Gerais,new,2025-10-15T20:42:37.314Z
"Padaria Sabor Ltda",padariasaborltda29@gmail.com,(31) 98561-3908,1110,BIFASICO,CEMIG Minas Gerais,new,2025-11-19T00:21:18.115Z
"Sorveteria Real e Cia",sorveteriarealecia30@gmail.com,(31) 96306-4105,1442,TRIFASICO,CEMIG Minas Gerais,new,2025-11-13T13:42:55.476Z
"Francisco Pereira",franciscopereira74@gmail.com,(31) 95297-7078,2712,BIFASICO,CEMIG Minas Gerais,new,2025-10-27T09:42:00.153Z
"Mercado Premium Express",mercadopremiumexpress97@gmail.com,(31) 99738-3830,4672,MONOFASICO,CEMIG Minas Gerais,new,2025-11-18T17:34:51.830Z
"Padaria Real e Cia",padariarealecia13@gmail.com,(31) 93098-5032,2229,BIFASICO,CEMIG Minas Gerais,new,2025-12-25T03:42:32.174Z
"Padaria Puro",padariapuro59@gmail.com,(31) 92773-2799,4243,TRIFASICO,CEMIG Minas Gerais,new,2025-12-16T23:56:52.647Z
"Beatriz Lima",beatrizlima66@gmail.com,(31) 97344-3938,3366,BIFASICO,CEMIG Minas Gerais,new,2025-12-21T16:03:41.044Z
"Mercado Premium Express",mercadopremiumexpress98@gmail.com,(31) 96274-2597,2995,TRIFASICO,CEMIG Minas Gerais,new,2025-11-05T09:28:29.679Z
"Açougue Sabor",aouguesabor59@gmail.com,(31) 97991-1159,2282,TRIFASICO,CEMIG Minas Gerais,new,2025-10-31T08:32:13.830Z
"Padaria Premium",padariapremium31@gmail.com,(31) 90331-7198,2220,BIFASICO,CEMIG Minas Gerais,new,2025-12-08T22:59:19.209Z
"Mercado do Bairro Ltda",mercadodobairroltda1@gmail.com,(31) 92448-6127,2829,BIFASICO,CEMIG Minas Gerais,new,2025-12-24T06:14:24.146Z
"Lucas Lima",lucaslima86@gmail.com,(31) 96773-9338,1697,BIFASICO,CEMIG Minas Gerais,new,2025-11-04T18:34:54.417Z
"Sorveteria Gostoso Express",sorveteriagostosoexpress66@gmail.com,(31) 96566-2956,3621,BIFASICO,CEMIG Minas Gerais,new,2025-11-07T23:12:51.082Z
"Marcos Silva",marcossilva21@gmail.com,(31) 93860-9605,1861,MONOFASICO,CEMIG Minas Gerais,new,2025-12-20T01:19:22.030Z
"Padaria Sabor Express",padariasaborexpress0@gmail.com,(31) 93265-3397,1596,MONOFASICO,CEMIG Minas Gerais,new,2025-11-23T08:14:10.067Z
"Mercado Gostoso",mercadogostoso41@gmail.com,(31) 97926-8626,4316,BIFASICO,CEMIG Minas Gerais,new,2025-12-08T04:20:56.850Z
"Sorveteria Gostoso e Cia",sorveteriagostosoecia35@gmail.com,(31) 93443-0060,334,TRIFASICO,CEMIG Minas Gerais,new,2025-10-11T10:57:12.032Z
"Marcos Pereira",marcospereira54@gmail.com,(31) 91531-6282,3961,BIFASICO,CEMIG Minas Gerais,new,2025-11-01T07:09:51.262Z
"Padaria Mineiro e Cia",padariamineiroecia90@gmail.com,(31) 99716-2480,397,TRIFASICO,CEMIG Minas Gerais,new,2025-12-22T14:52:15.841Z
"Beatriz Oliveira",beatrizoliveira45@gmail.com,(31) 93824-2273,4082,MONOFASICO,CEMIG Minas Gerais,new,2025-10-14T12:50:13.797Z
"Sorveteria do Bairro Ltda",sorveteriadobairroltda42@gmail.com,(31) 99054-2889,2079,TRIFASICO,CEMIG Minas Gerais,new,2025-10-29T15:58:23.712Z
"Açougue Central Ltda",aouguecentralltda35@gmail.com,(31) 96834-0429,4975,TRIFASICO,CEMIG Minas Gerais,new,2025-11-13T05:31:42.874Z
"Mercado Mineiro Ltda",mercadomineiroltda87@gmail.com,(31) 98462-9894,4453,BIFASICO,CEMIG Minas Gerais,new,2025-11-12T10:06:27.702Z
"Sorveteria Mais e Cia",sorveteriamaisecia48@gmail.com,(31) 93797-9845,3006,TRIFASICO,CEMIG Minas Gerais,new,2025-12-04T18:30:00.681Z
"Açougue Gostoso",aouguegostoso30@gmail.com,(31) 95956-2244,882,MONOFASICO,CEMIG Minas Gerais,new,2025-11-17T20:50:06.707Z
"Mercado Premium Express",mercadopremiumexpress0@gmail.com,(31) 97735-0762,1088,TRIFASICO,CEMIG Minas Gerais,new,2025-12-31T13:18:56.433Z
"Mercado Puro",mercadopuro36@gmail.com,(31) 95613-4050,2729,BIFASICO,CEMIG Minas Gerais,new,2025-11-10T01:54:35.244Z
"José Almeida",josalmeida9@gmail.com,(31) 96694-6426,3881,MONOFASICO,CEMIG Minas Gerais,new,2025-10-17T17:01:45.980Z
"Sorveteria Premium Ltda",sorveteriapremiumltda91@gmail.com,(31) 96566-2577,2123,MONOFASICO,CEMIG Minas Gerais,new,2025-12-06T06:46:52.039Z
"Açougue Puro",aouguepuro90@gmail.com,(31) 95162-6939,1946,TRIFASICO,CEMIG Minas Gerais,new,2025-10-22T09:09:11.277Z
"Sorveteria Mineiro Express",sorveteriamineiroexpress76@gmail.com,(31) 92516-3624,1520,BIFASICO,CEMIG Minas Gerais,new,2025-12-08T01:24:13.928Z
"Açougue Mais",aouguemais84@gmail.com,(31) 92792-4413,2608,BIFASICO,CEMIG Minas Gerais,new,2025-11-16T23:12:02.482Z
"Padaria Gostoso Express",padariagostosoexpress93@gmail.com,(31) 98079-8064,3929,TRIFASICO,CEMIG Minas Gerais,new,2025-10-29T09:15:14.670Z
"Sorveteria Gostoso Express",sorveteriagostosoexpress90@gmail.com,(31) 91687-6105,1919,TRIFASICO,CEMIG Minas Gerais,new,2025-11-15T01:28:14.980Z
"Padaria Puro Express",padariapuroexpress98@gmail.com,(31) 91575-1599,2159,BIFASICO,CEMIG Minas Gerais,new,2025-10-13T05:03:56.131Z
"Padaria Sabor Ltda",padariasaborltda33@gmail.com,(31) 97415-8808,3173,TRIFASICO,CEMIG Minas Gerais,new,2025-12-25T04:51:10.622Z
"Sorveteria Premium Express",sorveteriapremiumexpress35@gmail.com,(31) 97901-6593,4427,BIFASICO,CEMIG Minas Gerais,new,2025-10-12T14:27:05.534Z
"Açougue Gostoso Express",aouguegostosoexpress23@gmail.com,(31) 92945-7332,2822,BIFASICO,CEMIG Minas Gerais,new,2025-11-05T12:24:38.700Z
"José Rodrigues",josrodrigues82@gmail.com,(31) 95480-6189,4481,BIFASICO,CEMIG Minas Gerais,new,2025-11-02T03:27:58.622Z
"Açougue Premium Express",aouguepremiumexpress86@gmail.com,(31) 93867-6195,2276,TRIFASICO,CEMIG Minas Gerais,new,2025-12-02T00:27:47.376Z
"Marcos Carvalho",marcoscarvalho30@gmail.com,(31) 93651-6900,4651,TRIFASICO,CEMIG Minas Gerais,new,2025-11-09T21:32:49.123Z
"Sorveteria Mais Ltda",sorveteriamaisltda2@gmail.com,(31) 94185-1420,1831,BIFASICO,CEMIG Minas Gerais,new,2025-10-15T21:34:38.046Z
"Padaria Central Express",padariacentralexpress8@gmail.com,(31) 92653-6636,2546,TRIFASICO,CEMIG Minas Gerais,new,2025-12-30T18:50:44.561Z
"Sorveteria Gostoso Express",sorveteriagostosoexpress8@gmail.com,(31) 97620-9838,850,BIFASICO,CEMIG Minas Gerais,new,2025-12-23T22:57:59.862Z
"José Costa",joscosta81@gmail.com,(31) 95719-3195,2869,BIFASICO,CEMIG Minas Gerais,new,2025-12-27T04:47:54.850Z
"Patricia Alves",patriciaalves14@gmail.com,(31) 98601-1273,4092,BIFASICO,CEMIG Minas Gerais,new,2025-10-17T12:11:16.655Z
"Mercado Gostoso",mercadogostoso24@gmail.com,(31) 98017-6750,3424,MONOFASICO,CEMIG Minas Gerais,new,2025-12-15T19:53:54.590Z
"Sorveteria Central e Cia",sorveteriacentralecia44@gmail.com,(31) 94551-2359,1847,BIFASICO,CEMIG Minas Gerais,new,2025-10-11T17:36:53.811Z
"Mercado Puro",mercadopuro30@gmail.com,(31) 96925-1218,4573,BIFASICO,CEMIG Minas Gerais,new,2025-11-08T20:26:36.623Z
"Padaria Mais Ltda",padariamaisltda75@gmail.com,(31) 92086-7171,4873,MONOFASICO,CEMIG Minas Gerais,new,2025-12-15T20:11:07.644Z
"Sorveteria Real Ltda",sorveteriarealltda25@gmail.com,(31) 94269-2071,3593,MONOFASICO,CEMIG Minas Gerais,new,2025-11-05T11:50:39.019Z
"Açougue Premium Ltda",aouguepremiumltda50@gmail.com,(31) 91432-1386,1274,BIFASICO,CEMIG Minas Gerais,new,2025-11-20T11:07:57.942Z
"Geraldo Gomes",geraldogomes1@gmail.com,(31) 94460-8310,2003,BIFASICO,CEMIG Minas Gerais,new,2025-10-13T21:32:43.246Z
"Padaria Mineiro Ltda",padariamineiroltda12@gmail.com,(31) 91269-8549,3298,TRIFASICO,CEMIG Minas Gerais,new,2026-01-01T22:01:52.884Z
"Padaria Premium",padariapremium34@gmail.com,(31) 96621-5612,4363,BIFASICO,CEMIG Minas Gerais,new,2025-10-22T10:18:06.340Z
"Geraldo Santos",geraldosantos23@gmail.com,(31) 92942-2806,1600,TRIFASICO,CEMIG Minas Gerais,new,2025-12-06T22:25:22.198Z
"Açougue do Bairro Ltda",aouguedobairroltda10@gmail.com,(31) 95728-4035,4165,BIFASICO,CEMIG Minas Gerais,new,2025-11-26T20:12:38.760Z
"Sorveteria Puro",sorveteriapuro62@gmail.com,(31) 94868-9454,4665,TRIFASICO,CEMIG Minas Gerais,new,2025-11-14T02:42:39.492Z
"Sorveteria do Bairro Ltda",sorveteriadobairroltda82@gmail.com,(31) 92022-9452,1170,TRIFASICO,CEMIG Minas Gerais,new,2026-01-05T19:23:20.001Z
"Fernanda Gomes",fernandagomes87@gmail.com,(31) 99775-7686,2688,BIFASICO,CEMIG Minas Gerais,new,2025-10-25T06:27:02.425Z
"Padaria Real Express",padariarealexpress28@gmail.com,(31) 95121-9672,3534,TRIFASICO,CEMIG Minas Gerais,new,2025-11-24T18:33:29.934Z
"Mercado Tropical",mercadotropical32@gmail.com,(31) 94704-0092,4285,TRIFASICO,CEMIG Minas Gerais,new,2025-10-28T07:38:36.461Z
"Luiz Alves",luizalves98@gmail.com,(31) 95718-2566,1824,TRIFASICO,CEMIG Minas Gerais,new,2025-11-12T23:43:06.555Z
"Mercado Sabor Express",mercadosaborexpress88@gmail.com,(31) 92471-9147,2826,TRIFASICO,CEMIG Minas Gerais,new,2025-11-15T20:15:09.293Z
"Maria Oliveira",mariaoliveira66@gmail.com,(31) 94793-6711,4107,BIFASICO,CEMIG Minas Gerais,new,2025-10-12T23:38:42.433Z
"Ana Santos",anasantos66@gmail.com,(31) 93093-1268,4338,MONOFASICO,CEMIG Minas Gerais,new,2025-12-07T06:16:22.074Z
"Sorveteria Mineiro Ltda",sorveteriamineiroltda94@gmail.com,(31) 98813-8100,2416,BIFASICO,CEMIG Minas Gerais,new,2025-12-30T22:59:51.817Z
"Sorveteria Mais e Cia",sorveteriamaisecia4@gmail.com,(31) 94009-8554,2908,MONOFASICO,CEMIG Minas Gerais,new,2025-12-12T07:26:59.328Z
"Padaria Gostoso e Cia",padariagostosoecia50@gmail.com,(31) 97264-7578,1070,TRIFASICO,CEMIG Minas Gerais,new,2025-10-11T10:03:02.960Z
"Marcos Almeida",marcosalmeida70@gmail.com,(31) 92431-9015,806,BIFASICO,CEMIG Minas Gerais,new,2025-10-18T14:31:51.077Z
"Sorveteria Sabor Express",sorveteriasaborexpress56@gmail.com,(31) 98402-2722,728,TRIFASICO,CEMIG Minas Gerais,new,2025-12-11T19:00:31.738Z
"Paulo Costa",paulocosta59@gmail.com,(31) 96100-5842,1397,BIFASICO,CEMIG Minas Gerais,new,2025-11-23T02:26:52.563Z
"Beatriz Santos",beatrizsantos22@gmail.com,(31) 92914-1622,764,TRIFASICO,CEMIG Minas Gerais,new,2025-12-13T01:07:44.363Z
"Mercado Puro",mercadopuro85@gmail.com,(31) 97727-9910,2423,BIFASICO,CEMIG Minas Gerais,new,2025-10-28T14:48:09.038Z
"Mercado Puro e Cia",mercadopuroecia21@gmail.com,(31) 96995-8201,1525,TRIFASICO,CEMIG Minas Gerais,new,2025-11-14T21:36:52.528Z
"Sorveteria Central",sorveteriacentral36@gmail.com,(31) 97401-8591,3202,MONOFASICO,CEMIG Minas Gerais,new,2025-11-27T06:34:57.956Z
"Mercado do Bairro",mercadodobairro61@gmail.com,(31) 96695-9121,1444,MONOFASICO,CEMIG Minas Gerais,new,2025-10-17T21:58:19.245Z
"Padaria Gostoso e Cia",padariagostosoecia24@gmail.com,(31) 91222-4396,363,BIFASICO,CEMIG Minas Gerais,new,2025-10-17T09:13:10.544Z
"Sorveteria Tropical Ltda",sorveteriatropicalltda79@gmail.com,(31) 93487-6535,4016,TRIFASICO,CEMIG Minas Gerais,new,2025-11-14T17:11:36.013Z
"Sandra Carvalho",sandracarvalho4@gmail.com,(31) 96168-8147,2083,TRIFASICO,CEMIG Minas Gerais,new,2025-10-24T03:28:59.730Z
"Padaria Central e Cia",padariacentralecia43@gmail.com,(31) 94729-5248,2758,TRIFASICO,CEMIG Minas Gerais,new,2025-12-15T17:23:00.922Z
